hours_studied,attendance,parent_education,extra_activities,course_done,course_score,ct,st1,st2,put,final_grade
6.8,58.3,graduate,yes,yes,92.8,9.0,19.2,83.3,53.9,61.3
3.5,50.6,high_school,yes,yes,70.2,7.1,60.7,38.7,24.7,45.7
1.9,69.3,graduate,no,yes,73.2,2.3,71.9,50.3,14.5,42.8
3.1,51.8,high_school,yes,no,0.0,5.1,71.5,39.6,47.4,45.7
0.7,71.2,graduate,no,no,0.0,2.6,25.4,91.7,95.6,58.6
0.5,76.6,master,yes,yes,60.6,6.9,47.5,62.0,45.0,52.4
7.6,90.0,master,yes,no,0.0,8.7,64.4,12.3,53.7,48.5
7.4,90.2,none,yes,no,0.0,9.9,88.5,76.4,59.9,69.1
3.1,78.9,graduate,no,no,0.0,3.8,10.5,84.0,68.1,48.6
0.4,54.5,none,no,yes,83.7,1.6,17.5,13.2,20.4,25.2
2.4,78.4,high_school,yes,no,0.0,0.3,97.6,98.5,66.0,64.4
9.2,57.9,graduate,yes,yes,66.7,1.2,51.7,51.5,4.9,37.5
8.2,50.7,graduate,yes,no,0.0,4.6,88.9,1.6,69.2,50.1
3.8,52.3,high_school,no,no,0.0,1.9,71.5,12.2,54.8,39.6
3.8,54.6,high_school,yes,yes,85.6,0.9,89.8,28.9,31.9,47.4
5.1,52.4,none,no,yes,67.8,3.1,42.1,75.1,85.6,64.2
8.7,79.4,high_school,yes,no,0.0,8.4,0.4,73.3,99.5,61.3
4.0,59.1,master,no,no,0.0,8.3,94.3,95.2,58.8,68.8
3.3,95.1,high_school,no,no,0.0,0.9,43.3,89.7,39.0,45.6
0.1,82.4,master,no,yes,99.5,0.0,86.8,70.9,70.4,66.8
4.5,66.2,none,no,yes,74.7,5.6,77.2,46.9,52.3,59.1
1.9,71.0,graduate,no,no,0.0,1.6,55.4,37.8,72.6,46.5
6.1,89.2,graduate,no,yes,78.9,10.0,55.8,52.0,63.5,66.0
6.6,74.3,high_school,no,no,0.0,4.5,3.1,80.3,42.9,41.1
0.8,72.7,none,yes,yes,65.3,8.8,69.3,23.7,2.2,38.6
7.6,67.9,graduate,no,yes,90.4,9.8,1.5,97.8,55.3,62.5
5.7,96.7,high_school,no,yes,78.4,4.6,36.1,51.0,97.2,66.7
7.1,83.5,graduate,no,yes,81.7,8.0,29.7,60.2,78.4,65.4
6.4,57.2,high_school,no,yes,84.1,4.8,94.0,43.6,17.7,52.1
5.1,53.7,high_school,no,yes,92.9,3.5,72.1,36.6,91.6,67.2
2.9,74.3,high_school,no,yes,65.1,8.7,43.5,50.6,0.3,39.3
5.0,50.0,high_school,yes,no,0.0,4.1,6.3,39.9,92.5,46.1
9.5,73.0,graduate,yes,yes,96.8,6.1,27.8,86.5,99.2,76.8
8.9,94.3,master,yes,yes,66.4,2.6,5.8,48.5,65.2,48.8
4.5,54.5,none,yes,no,0.0,0.1,38.9,93.4,92.4,59.3
0.7,89.3,high_school,yes,yes,93.8,8.9,11.6,37.2,0.1,32.9
1.1,90.8,high_school,no,no,0.0,2.3,18.6,8.1,88.0,39.1
8.2,89.7,high_school,yes,no,0.0,5.9,20.0,3.3,7.1,21.3
6.8,50.2,none,no,no,0.0,5.6,90.6,83.0,65.4,65.9
3.3,64.7,graduate,no,no,0.0,3.4,41.3,55.5,21.3,34.0
6.0,64.0,none,yes,yes,99.1,2.0,41.3,73.3,95.9,69.8
3.1,76.9,graduate,yes,no,0.0,2.2,3.6,33.2,15.4,19.6
1.8,73.4,master,yes,no,0.0,2.6,97.1,78.4,72.8,64.1
7.6,91.2,master,yes,no,0.0,0.4,42.1,6.0,86.2,44.2
4.3,59.7,graduate,no,no,0.0,9.7,89.1,93.1,50.3,66.4
3.2,61.4,master,no,yes,77.8,4.4,91.5,54.0,33.1,55.9
2.8,52.5,master,no,no,0.0,1.6,62.0,35.2,36.4,36.0
5.6,86.5,high_school,yes,yes,61.7,6.3,54.1,33.3,76.6,60.1
3.1,51.4,high_school,yes,no,0.0,0.9,10.0,8.3,10.0,11.7
9.9,51.0,master,no,yes,66.7,0.2,70.4,44.5,38.9,49.0
7.2,68.5,graduate,no,yes,87.3,10.0,81.8,93.2,69.9,81.7
8.9,83.3,graduate,no,no,0.0,8.7,90.1,78.5,90.0,78.0
0.6,57.9,none,yes,yes,96.3,3.5,7.9,11.1,21.5,26.6
8.0,84.3,master,no,no,0.0,0.4,63.4,61.8,3.2,34.6
8.3,55.0,none,yes,no,0.0,7.1,84.5,46.4,55.1,56.7
5.9,68.3,high_school,yes,no,0.0,2.9,66.6,82.9,4.8,40.6
6.8,60.8,master,yes,no,0.0,3.5,20.3,89.7,11.9,35.5
9.4,93.9,none,yes,yes,62.9,3.0,50.6,69.9,76.0,65.6
6.1,54.7,graduate,no,no,0.0,3.5,88.1,61.7,17.4,44.5
7.5,95.5,master,yes,no,0.0,9.6,4.6,38.8,3.3,27.8
5.7,78.9,high_school,no,yes,62.9,3.9,57.1,94.3,90.9,74.5
4.4,63.1,graduate,no,yes,86.5,5.7,50.1,69.4,12.5,47.4
2.9,79.1,master,yes,yes,73.4,0.1,2.1,39.3,45.8,34.9
1.6,67.4,high_school,yes,yes,96.0,1.8,49.3,98.5,31.3,54.5
1.1,76.9,graduate,yes,yes,68.8,2.2,62.8,66.1,57.3,56.4
3.3,54.8,high_school,yes,yes,74.2,0.1,57.1,64.3,89.2,63.0
7.6,77.1,none,no,yes,75.4,4.4,24.3,15.1,90.3,54.6
7.9,80.8,high_school,no,no,0.0,3.3,89.6,33.5,97.5,65.2
8.8,78.1,none,no,no,0.0,3.1,85.7,86.1,8.8,48.4
4.0,61.5,graduate,no,yes,78.3,3.5,67.1,88.2,79.7,71.4
1.9,62.8,none,yes,yes,63.6,3.4,69.5,12.6,90.7,57.5
1.6,85.7,high_school,yes,yes,62.7,9.1,18.9,70.0,16.8,43.3
5.2,56.2,none,yes,yes,80.1,2.1,68.6,56.6,43.4,53.6
3.7,77.5,high_school,no,yes,88.2,0.9,56.9,46.4,97.3,65.3
5.6,52.2,high_school,no,yes,62.7,9.8,91.7,47.9,76.6,72.4
6.1,57.7,none,yes,no,0.0,8.7,80.4,27.6,96.1,65.1
6.6,99.8,graduate,yes,yes,82.0,6.2,72.2,47.7,0.1,46.7
5.4,81.3,graduate,yes,no,0.0,2.8,66.2,15.5,25.2,33.5
9.9,82.7,graduate,yes,yes,88.0,6.7,6.6,97.4,95.7,74.1
7.4,86.7,graduate,yes,yes,68.8,1.3,63.4,97.9,27.7,56.8
7.2,74.9,graduate,yes,yes,80.1,4.2,24.4,71.8,4.1,40.0
8.9,70.4,none,yes,yes,97.4,4.4,0.3,98.4,5.7,43.6
4.6,69.9,high_school,yes,yes,99.6,0.9,13.2,7.1,2.3,21.4
6.8,90.6,high_school,no,yes,83.3,9.6,29.9,86.5,4.1,50.4
2.2,97.2,high_school,no,no,0.0,0.7,24.8,96.5,54.1,47.2
3.9,58.1,high_school,yes,yes,74.7,5.6,93.9,42.0,1.4,45.5
3.7,92.1,none,no,yes,88.0,9.3,95.4,87.7,4.1,62.4
0.8,75.6,none,no,no,0.0,3.0,36.2,30.3,28.7,29.1
0.4,98.3,none,yes,yes,82.7,3.4,68.5,60.5,18.9,48.3
3.0,80.2,graduate,no,no,0.0,8.8,19.0,84.7,38.5,46.6
1.2,64.8,graduate,no,no,0.0,9.4,21.6,41.1,13.7,29.9
5.5,66.0,graduate,yes,yes,81.4,4.9,67.9,85.0,63.6,68.7
9.9,97.5,high_school,no,yes,86.3,5.7,14.8,24.0,31.1,41.2
3.8,61.0,master,yes,no,0.0,9.5,88.7,72.0,96.2,75.5
9.7,59.3,master,yes,yes,98.0,0.3,36.5,23.6,24.6,37.3
6.9,53.9,master,no,no,0.0,8.6,40.6,37.4,71.9,51.9
7.8,69.5,master,no,no,0.0,7.2,33.1,45.4,58.7,47.9
9.4,95.8,master,yes,no,0.0,9.9,36.0,24.0,37.1,42.5
2.7,69.3,none,yes,yes,73.7,3.7,43.1,90.6,12.6,46.4
5.4,95.4,master,no,no,0.0,6.0,50.8,81.5,18.5,45.5
3.2,97.0,none,no,yes,60.5,8.7,30.2,44.7,11.3,39.6
2.8,62.0,high_school,no,yes,99.9,9.5,18.2,12.3,81.4,54.5
6.5,79.2,graduate,yes,no,0.0,8.9,94.1,81.7,30.1,60.3
2.1,90.5,none,no,yes,61.2,6.5,22.0,77.0,22.6,44.8
7.3,74.8,master,yes,no,0.0,0.9,14.2,12.0,36.8,24.6
9.3,64.0,graduate,yes,yes,77.3,9.1,36.3,96.9,27.9,59.7
8.0,63.0,none,yes,yes,87.7,4.1,11.2,19.4,96.5,55.1
3.4,87.1,graduate,yes,no,0.0,4.0,90.5,46.3,13.2,41.4
3.2,59.4,none,yes,yes,97.0,6.3,11.1,91.1,64.6,60.4
3.6,57.6,none,yes,yes,61.5,9.2,2.5,93.6,32.5,49.0
4.8,84.1,graduate,yes,yes,64.8,0.3,30.9,32.0,66.3,45.9
3.0,98.4,high_school,yes,yes,79.8,1.6,76.3,52.9,62.8,60.7
0.4,56.1,none,no,yes,96.3,0.3,35.1,15.4,77.6,46.3
6.4,78.8,none,yes,no,0.0,8.3,34.4,71.9,96.6,65.7
8.6,84.1,graduate,yes,no,0.0,2.3,16.9,64.0,77.1,50.1
6.2,94.7,graduate,yes,yes,91.3,2.3,28.7,85.3,69.1,62.8
2.3,71.3,master,yes,no,0.0,0.5,47.0,9.2,4.9,17.9
1.9,80.4,high_school,yes,yes,79.7,1.6,83.0,20.0,3.9,36.3
1.0,82.2,graduate,yes,no,0.0,9.2,70.6,96.4,49.3,62.0
7.6,76.7,master,no,yes,65.8,9.8,47.8,32.4,75.4,62.7
9.6,99.1,graduate,yes,yes,90.2,2.9,95.2,92.0,50.8,74.4
10.0,67.3,graduate,yes,no,0.0,1.8,17.9,95.8,40.5,45.1
8.9,99.6,master,yes,no,0.0,8.6,37.2,4.9,39.0,38.2
2.4,92.8,high_school,yes,yes,93.1,0.1,27.2,68.4,49.2,49.1
6.7,61.5,master,yes,yes,68.8,3.9,65.3,32.4,1.4,37.2
4.0,52.9,master,no,no,0.0,3.9,22.9,82.8,47.4,43.9
3.1,63.8,none,yes,yes,97.5,6.6,36.2,25.1,7.3,35.5
3.7,71.4,master,yes,no,0.0,4.3,7.7,76.6,67.3,46.8
0.2,96.7,high_school,no,no,0.0,3.6,59.2,21.2,32.1,34.2
1.8,73.9,high_school,yes,yes,62.8,8.7,1.8,16.9,97.6,52.6
5.0,56.8,high_school,yes,no,0.0,9.1,30.7,94.1,57.2,56.6
6.2,73.1,none,no,yes,66.6,4.9,3.6,95.5,47.5,52.4
4.8,54.0,graduate,yes,no,0.0,9.6,43.8,38.9,76.5,54.2
7.0,98.2,none,no,no,0.0,2.0,35.2,84.1,93.6,62.3
6.0,81.5,none,no,no,0.0,1.8,30.9,3.1,51.2,31.0
1.2,52.3,high_school,yes,no,0.0,2.7,35.2,2.4,34.9,23.9
2.8,82.0,master,no,no,0.0,4.0,0.7,5.0,14.0,14.8
3.1,83.3,none,no,no,0.0,8.8,40.1,57.2,59.3,51.8
0.9,90.8,none,no,no,0.0,0.3,42.7,99.1,25.7,41.4
4.1,67.7,graduate,no,no,0.0,5.7,19.9,58.9,38.6,38.5
6.2,98.1,none,yes,yes,82.8,3.8,11.0,63.5,65.0,54.5
3.2,52.5,master,no,yes,81.2,4.6,71.9,17.9,35.0,45.4
6.7,71.3,graduate,yes,no,0.0,6.1,85.3,61.4,91.6,69.8
3.5,64.1,none,yes,no,0.0,7.5,29.9,33.0,26.2,32.9
3.1,62.9,high_school,no,yes,90.1,2.4,61.2,39.6,92.8,64.1
7.1,92.9,master,no,no,0.0,2.6,28.5,57.5,27.0,36.1
5.3,83.8,graduate,yes,yes,84.2,4.8,22.5,59.3,50.1,51.4
9.4,99.4,master,yes,no,0.0,1.3,24.9,10.4,0.8,18.3
6.9,55.8,none,yes,no,0.0,1.9,47.9,30.1,85.2,49.3
6.3,89.2,master,no,yes,61.5,0.1,47.3,58.6,85.9,60.8
3.0,78.3,master,no,yes,92.9,1.4,92.9,14.8,61.1,56.0
7.4,67.8,graduate,yes,no,0.0,8.6,20.4,86.4,33.3,47.0
5.3,79.7,graduate,no,yes,82.2,4.3,58.2,62.8,84.0,68.6
8.1,96.1,graduate,yes,no,0.0,7.0,26.1,36.0,29.8,37.2
4.0,61.1,high_school,yes,yes,71.9,1.8,93.5,55.1,4.8,45.2
8.3,57.9,graduate,yes,yes,70.6,2.1,85.8,19.5,45.8,51.0
1.1,65.1,none,no,no,0.0,7.8,50.4,69.3,80.1,59.6
5.4,51.4,master,yes,yes,66.1,8.0,56.9,28.1,75.3,59.5
0.9,83.1,none,no,yes,72.1,8.4,88.9,6.4,26.3,47.2
0.6,61.4,master,yes,no,0.0,4.2,16.3,81.5,61.0,45.4
3.4,72.4,master,yes,yes,60.4,0.2,19.9,13.3,99.4,48.0
3.3,78.7,high_school,yes,yes,70.1,4.7,20.4,1.0,2.2,22.2
0.7,84.6,none,no,no,0.0,1.4,36.5,81.6,43.8,42.7
4.8,80.5,master,yes,no,0.0,2.1,89.9,5.7,27.8,36.0
0.8,95.2,graduate,no,no,0.0,7.2,81.6,17.1,2.9,33.0
9.5,56.6,graduate,no,yes,63.6,7.2,45.8,94.7,80.0,73.2
9.6,83.1,graduate,no,no,0.0,9.2,5.2,37.3,43.9,39.8
2.6,94.2,none,yes,no,0.0,3.2,83.2,47.6,63.6,54.5
2.6,55.3,graduate,no,no,0.0,1.5,5.0,36.0,54.2,30.0
6.8,81.4,master,yes,no,0.0,3.9,18.0,31.7,4.0,22.5
7.6,64.1,master,yes,no,0.0,5.7,94.7,48.5,62.7,60.2
9.4,89.7,high_school,yes,no,0.0,9.7,8.5,97.9,11.9,43.7
0.4,84.8,none,yes,no,0.0,8.6,67.0,89.1,89.9,71.2
8.6,74.2,high_school,yes,no,0.0,6.9,59.8,35.3,58.8,51.6
1.8,65.9,high_school,no,no,0.0,7.5,10.2,17.6,90.5,44.4
2.5,77.9,graduate,yes,yes,75.0,3.8,2.1,85.7,15.0,38.5
3.2,90.5,none,yes,yes,68.1,2.9,90.9,74.0,0.2,48.9
3.0,93.9,high_school,no,no,0.0,0.1,50.2,51.9,50.9,42.0
4.6,90.2,high_school,no,no,0.0,0.7,61.4,37.8,50.7,42.6
7.7,65.7,none,no,no,0.0,6.3,25.7,70.2,18.2,38.1
2.1,97.4,master,no,no,0.0,3.2,23.3,18.5,92.1,45.1
1.7,95.6,graduate,yes,yes,65.7,6.0,41.8,88.6,34.9,54.8
0.3,68.4,graduate,yes,no,0.0,2.2,59.3,11.7,32.3,29.7
1.5,65.9,none,yes,yes,85.8,1.7,43.6,46.3,72.0,53.9
6.2,64.8,graduate,yes,yes,85.9,5.5,43.1,7.6,66.3,50.5
1.0,60.2,high_school,yes,no,0.0,5.7,65.5,76.0,4.0,38.7
8.5,61.2,graduate,yes,yes,98.0,1.7,81.9,8.4,85.1,62.4
0.8,87.5,high_school,no,no,0.0,9.9,53.8,87.0,54.3,59.1
3.0,50.4,high_school,no,no,0.0,7.5,26.2,53.7,38.9,39.2
8.4,83.7,high_school,no,no,0.0,4.4,17.8,92.8,91.6,62.4
5.2,62.2,master,no,no,0.0,9.5,77.6,96.0,63.8,69.1
4.0,65.5,high_school,no,yes,84.4,7.1,72.4,21.8,65.9,59.4
4.4,57.2,high_school,yes,no,0.0,1.6,18.3,30.6,6.4,18.4
2.5,60.8,high_school,no,yes,63.6,8.6,73.3,93.8,91.7,80.2
4.5,91.3,none,no,yes,64.4,5.5,57.5,52.7,65.2,60.4
0.6,93.8,none,no,yes,62.5,3.5,2.1,68.8,16.8,34.0
2.0,58.1,master,yes,no,0.0,6.3,54.4,18.9,9.6,27.7
3.3,59.0,graduate,yes,yes,97.0,8.4,55.0,0.2,35.5,44.4
6.2,83.0,high_school,yes,no,0.0,7.6,45.1,53.4,43.2,47.5
9.3,92.9,graduate,yes,yes,68.6,4.8,88.2,50.2,89.3,75.4
9.0,54.2,master,yes,no,0.0,1.8,88.3,96.3,91.3,73.3
4.5,62.4,master,yes,yes,68.0,2.3,0.1,7.4,15.5,20.6
6.1,55.0,graduate,no,yes,81.1,3.3,89.8,46.1,60.0,62.4
9.4,86.8,high_school,no,yes,76.9,6.3,95.3,48.2,38.6,63.3
3.7,79.1,high_school,yes,yes,84.8,4.7,85.6,81.3,24.7,59.8
4.4,70.5,none,yes,yes,81.6,3.0,35.2,59.3,58.0,53.2
6.6,58.9,high_school,yes,no,0.0,5.3,70.1,37.7,69.6,54.0
7.6,80.6,master,yes,yes,73.7,2.2,13.8,44.8,30.8,38.4
2.7,71.8,high_school,no,yes,77.8,6.3,73.8,88.7,57.9,68.9
1.4,80.9,none,no,no,0.0,0.2,6.3,43.8,61.9,33.5
0.0,89.1,none,no,no,0.0,4.1,68.6,49.8,55.9,49.0
0.8,75.5,master,yes,no,0.0,2.1,41.1,24.3,83.9,44.5
7.3,76.8,high_school,no,no,0.0,3.2,29.3,58.4,2.8,29.1
7.9,58.3,none,yes,yes,66.6,1.4,32.7,17.1,83.6,50.0
4.6,69.8,master,yes,no,0.0,3.6,1.8,54.4,27.1,28.8
1.0,61.1,graduate,yes,yes,84.8,7.4,33.0,30.5,81.5,56.6
2.6,92.7,high_school,no,no,0.0,7.9,41.6,86.5,1.5,39.9
9.2,52.4,graduate,yes,no,0.0,1.0,68.0,72.0,76.0,59.0
8.9,88.9,master,yes,no,0.0,1.0,1.7,96.8,35.7,40.3
2.6,78.3,none,no,no,0.0,9.1,43.2,56.9,50.3,49.4
9.1,82.7,none,yes,yes,85.2,2.0,41.4,64.3,3.5,41.4
3.7,84.4,high_school,yes,no,0.0,1.3,27.1,29.6,95.0,47.2
6.0,52.2,none,no,no,0.0,8.2,66.5,95.5,55.9,63.0
3.7,65.0,high_school,no,no,0.0,6.1,14.2,77.8,11.7,33.1
4.4,73.9,master,no,yes,84.4,3.3,76.8,18.4,85.5,62.3
2.2,81.8,master,no,no,0.0,3.0,79.3,25.9,30.7,38.4
2.9,89.3,master,yes,yes,81.4,3.1,60.1,32.6,9.6,38.6
4.9,54.1,graduate,no,yes,60.1,2.5,33.3,34.8,10.2,30.3
1.3,59.2,high_school,yes,yes,85.3,4.6,92.9,77.9,23.7,58.0
1.6,88.6,graduate,no,no,0.0,1.7,55.6,71.2,32.1,41.9
5.8,65.3,master,yes,no,0.0,4.9,71.3,31.3,40.6,43.8
6.1,72.4,high_school,no,no,0.0,3.1,91.6,52.9,63.7,57.8
0.9,72.4,master,no,no,0.0,7.7,47.2,76.5,63.9,55.7
3.0,93.7,master,yes,no,0.0,7.0,83.3,84.4,11.9,50.3
9.8,73.0,master,no,yes,79.5,5.3,84.7,60.3,3.7,51.9
2.2,56.2,graduate,no,yes,93.0,5.2,8.3,78.8,68.8,56.5
6.0,59.1,high_school,no,yes,74.1,1.7,50.6,89.0,81.2,67.3
5.4,59.8,master,no,yes,77.8,3.1,18.4,68.4,31.3,43.3
3.3,83.0,master,yes,yes,80.5,8.6,48.3,80.6,51.2,63.6
3.6,84.3,graduate,no,no,0.0,4.4,27.9,38.2,8.8,26.3
3.8,58.1,none,yes,yes,83.5,5.8,98.7,22.4,81.4,67.6
8.9,81.5,none,no,yes,87.6,1.1,97.2,34.1,61.0,62.9
5.3,77.7,none,yes,no,0.0,1.6,57.7,53.1,23.4,37.3
7.0,77.0,none,no,no,0.0,7.4,90.5,17.0,29.5,45.1
5.1,75.8,none,no,no,0.0,3.3,43.8,56.1,87.7,55.9
7.1,67.4,graduate,yes,no,0.0,7.5,84.3,5.1,14.3,36.6
4.6,76.9,high_school,yes,no,0.0,9.0,29.9,54.0,63.9,51.1
4.6,96.3,master,no,yes,77.0,7.6,92.5,81.1,79.0,80.8
1.6,99.7,high_school,yes,no,0.0,7.5,18.2,21.8,3.0,22.2
8.5,55.7,high_school,yes,yes,71.0,9.2,61.0,98.6,83.4,80.3
5.8,94.4,high_school,yes,no,0.0,3.2,83.3,44.5,57.7,53.7
5.6,71.3,none,yes,no,0.0,7.4,22.1,78.9,8.9,36.6
5.4,51.0,none,yes,no,0.0,0.2,76.9,66.9,19.5,40.1
7.4,56.1,graduate,yes,no,0.0,3.1,1.0,95.9,53.3,45.0
6.5,65.8,high_school,yes,no,0.0,8.3,72.4,4.2,5.9,31.9
8.0,92.8,high_school,yes,yes,88.6,2.1,28.3,6.1,13.6,30.6
0.7,67.2,none,yes,yes,68.7,3.5,37.9,40.2,91.5,57.1
7.2,70.0,graduate,yes,yes,85.1,5.4,35.3,79.8,6.0,45.8
9.8,98.8,none,yes,yes,63.4,3.3,36.7,95.6,45.0,59.4
